player_one,score_player_one,player_two,score_player_two,winner,template,player_one_hero,player_two_hero,bidding_amount,ending_day,created_at,turns_played,player_one_town,player_one_colour,player_two_town,player_two_colour,template_type
Machberet,1,LordDavy,0,Machberet,Balance,luna,tyraxor,3400.0,141,2022-11-07 13:25:51,22.0,conflux,blue,stronghold,red,Other
Matrido,1,Browarniczenko,0,Matrido,6lm10a/tp,valeska,tyraxor,1600.0,117,2022-11-07 13:48:19,7.0,castle,red,stronghold,blue,XL+U
Puni,1,Stlife,0,Puni,h3dm1/3,caitlin,lord haart,-1100.0,134,2022-11-07 15:11:39,18.0,castle,blue,castle,red,Mirror
wanhetman,0,KopalniaDrewna,1,KopalniaDrewna,6lm10a/tp,drakon,anabel,3300.0,123,2022-11-07 15:28:02,10.0,fortress,blue,cove,red,XL+U
Fennar,1,Zator,0,Fennar,6lm10a/tp,anabel,valeska,1600.0,144,2022-11-07 17:42:29,25.0,cove,blue,castle,red,XL+U
zetena,0,Mrozunio,1,Mrozunio,Nostalgia/TP,thant,luna,2900.0,114,2022-11-07 17:47:44,4.0,necropolis,red,conflux,blue,XL+U
Witu,1,Dominoes,0,Witu,6lm10a/tp,ivor,tyraxor,2800.0,136,2022-11-07 17:50:56,20.0,rampart,blue,stronghold,red,XL+U
VasT,1,Moksos,0,VasT,h3dm1/3,damacon,geon,-800.0,126,2022-11-07 17:58:53,13.0,dungeon,blue,dungeon,red,Mirror
Fennar,1,michal201w,0,Fennar,Jebus Cross,solmyr,ivor,-5200.0,114,2022-11-07 20:08:42,4.0,tower,blue,rampart,red,Jebus
Shyfayren,1,Shihtzu,0,Shyfayren,6lm10a/tp,luna,valeska,4400.0,134,2022-11-07 20:12:45,18.0,conflux,red,castle,blue,XL+U
Gongwazy,1,ronnie,0,Gongwazy,6lm10a/tp,valeska,astral,800.0,141,2022-11-07 20:41:37,22.0,castle,blue,tower,red,XL+U
Bigracik,1,elowalewiadro,0,Bigracik,mt_Firewalk,octavia,xyron,5900.0,112,2022-11-07 21:26:13,2.0,inferno,red,inferno,blue,Mirror
blackyyo,1,Zdunkov,0,blackyyo,mt_Andromeda,anabel,derek,-800.0,121,2022-11-07 21:35:16,8.0,cove,blue,cove,red,Mirror
PiekielnyAniol,1,Atavus,0,PiekielnyAniol,Jebus Cross,valeska,shakti,4500.0,124,2022-11-07 21:50:29,11.0,castle,red,dungeon,blue,Jebus
jacajackson,1,AnanasowyJoe,0,jacajackson,6lm10a/tp,anabel,tyraxor,4600.0,121,2022-11-07 22:04:58,8.0,cove,red,stronghold,blue,XL+U
Klaudo98,1,Witu92,0,Klaudo98,h3dm1/3,damacon,mutare drake,-800,122,2022-11-07 22:07:12,9.0,dungeon,red,dungeon,blue,Mirror
Chleb,1,Stevmar,0,Chleb,6lm10a/tp,luna,ivor,1700.0,122,2022-11-07 22:21:01,9.0,conflux,blue,rampart,red,XL+U
Akabes,0,Wanil,1,Wanil,8xm12a,tyraxor,alamar,-3000,135,2022-11-07 22:22:31,19.0,stronghold,red,dungeon,blue,XL+U
Hektor96,1,pryla,0,Hektor96,Nostalgia/TP,tyraxor,alamar,-4600.0,134,2022-11-07 22:27:07,18.0,stronghold,blue,dungeon,red,XL+U
SzarikPies,1,Talar1233,0,SzarikPies,6lm10a/tp,luna,ivor,600.0,142,2022-11-07 22:40:43,23.0,conflux,blue,rampart,red,XL+U
StygianOne,1,Tay,0,StygianOne,6lm10a/tp,luna,solmyr,900.0,127,2022-11-08 00:27:33,14.0,conflux,blue,tower,red,XL+U
Promeit,1,Milutrink,0,Promeit,mt_JebusKing,coronius,alagar,5900.0,117,2022-11-08 00:38:14,7.0,rampart,red,rampart,blue,Mirror
PumbaRR,0,mkinas888,1,mkinas888,h3dm1/3,jenova,aeris,-800.0,132,2022-11-08 00:58:20,16.0,rampart,blue,rampart,red,Mirror
Tur3k,1,Mrkracy,0,Tur3k,6lm10a/tp,thant,aine,2300.0,133,2022-11-08 01:14:05,17.0,necropolis,blue,tower,red,XL+U
Fantom,1,Krzynsztof,0,Fantom,mt_Firewalk,damacon,dace,7400.0,122,2022-11-08 01:34:26,9.0,dungeon,red,dungeon,blue,Mirror
Tyranuxus,1,zuras_sf,0,Tyranuxus,Nostalgia/TP,jeddite,drakon,2000.0,132,2022-11-08 11:34:17,16.0,dungeon,red,fortress,blue,XL+U
SDK_Ravciozo,1,Lolstorm,0,SDK_Ravciozo,Nostalgia/TP,thant,anabel,300.0,123,2022-11-08 12:38:13,10.0,necropolis,red,cove,blue,XL+U
Dadalus,1,Szczypas22,0,Dadalus,h3dm1/3,shiva,crag hack,700.0,122,2022-11-08 15:07:23,9.0,stronghold,red,stronghold,blue,Mirror
Personifikacja,1,Becel,0,Personifikacja,mt_JebusKing,crag hack,shiva,3600.0,122,2022-11-08 18:22:43,9.0,stronghold,red,stronghold,blue,Mirror
smerf32,0,grzesiek94,1,grzesiek94,h3dm1/3,terek,shiva,-700.0,117,2022-11-08 18:37:05,7.0,stronghold,blue,stronghold,red,Mirror
Roberto,1,czechosss,0,Roberto,6lm10a/tp,anabel,ivor,3600.0,113,2022-11-08 19:09:08,3.0,cove,blue,rampart,blue,XL+U
Arksen,1,jarzyn,0,Arksen,Nostalgia/TP,tyraxor,wystan,-600.0,132,2022-11-08 19:49:40,16.0,stronghold,blue,fortress,red,XL+U
Rzaku,1,wojtekciotaxd,0,Rzaku,h3dm1/3,eovacius,jeremy,-900.0,133,2022-11-08 21:20:11,17.0,cove,blue,cove,red,Mirror
Tyranuxus,1,Mrkracy,0,Tyranuxus,6lm10a/tp,valeska,wystan,1000.0,127,2022-11-08 21:43:02,14.0,castle,blue,fortress,red,XL+U
Fantom,1,Ziarkull,0,Fantom,h3dm1/3,elleshar,coronius,-1000.0,125,2022-11-08 21:51:08,12.0,rampart,blue,rampart,red,Mirror
Hyde,0,mirek_swirek,1,mirek_swirek,h3dm1/3,monere,pasis,-800.0,141,2022-11-08 22:35:41,22.0,conflux,blue,conflux,red,Mirror
PiesKadziela,1,fx_izakoziol,0,PiesKadziela,6lm10a/tp,tazar,valeska,-1300.0,125,2022-11-08 22:42:24,12.0,fortress,red,castle,blue,XL+U
Maester,1,LapskoPL,0,Maester,mt_Firewalk,illor,jeremy,6200.0,132,2022-11-08 22:45:11,16.0,cove,red,cove,blue,Mirror
Mariuszinho,0,Quietgum,1,Quietgum,6lm10a/tp,tyraxor,aine,800.0,136,2022-11-08 22:48:13,20.0,stronghold,red,tower,blue,XL+U
Luszyn,1,konsamaxi,0,Luszyn,Jebus Cross,valeska,calh,7200.0,124,2022-11-08 22:50:41,11.0,castle,red,inferno,blue,Jebus
Aravol,0,plandoo,1,plandoo,6lm10a/tp,anabel,gunnar,-200.0,144,2022-11-08 23:32:43,25.0,cove,blue,dungeon,red,XL+U
Begrezen,1,zyczy,0,Begrezen,6lm10a/tp,ivor,solmyr,1200.0,145,2022-11-09 00:14:57,26.0,rampart,blue,tower,red,XL+U
nrets,1,chochla,0,nrets,6lm10a/tp,alkin,grindan,-4500.0,133,2022-11-09 09:46:29,17.0,fortress,blue,conflux,red,XL+U
jacekchess,0,Xarizu,1,Xarizu,Nostalgia/TP,thant,luna,2400.0,144,2022-11-09 10:37:23,25.0,necropolis,blue,conflux,red,XL+U
wnukos,1,Vens,0,wnukos,Nostalgia/TP,deemer,valeska,1800.0,131,2022-11-09 13:25:21,15.0,dungeon,red,castle,blue,XL+U
Poker_of_DBTS,0,ILoveCats,1,ILoveCats,Nostalgia/TP,tyraxor,shakti,-4900.0,124,2022-11-09 13:46:17,11.0,stronghold,red,dungeon,blue,XL+U
Talar1233,0,KniazJarema,1,KniazJarema,6lm10a/tp,wystan,luna,-3800.0,141,2022-11-09 15:08:58,22.0,fortress,blue,conflux,red,XL+U
SDK_Ravciozo,1,Stlife,0,SDK_Ravciozo,h3dm1/3,corkes,eovacius,100.0,125,2022-11-09 17:34:55,12.0,cove,red,cove,blue,Mirror
Arksen,1,krol_wioski,0,Arksen,h3dm1/3,mephala,coronius,-900.0,122,2022-11-09 19:44:12,9.0,rampart,blue,rampart,red,Mirror
Hardocki,1,Dominacja,0,Hardocki,Jebus Cross,ivor,galthran,-3900.0,124,2022-11-09 20:01:05,11.0,rampart,red,necropolis,blue,Jebus
Mikii,1,Adiiiiii99,0,Mikii,6lm10a/tp,shakti,tyraxor,3200.0,133,2022-11-09 20:11:45,17.0,dungeon,red,stronghold,blue,XL+U
Ziarkull,1,B3Paki,0,Ziarkull,6lm10a/tp,thant,ivor,3400.0,133,2022-11-09 21:24:42,17.0,necropolis,red,rampart,blue,XL+U
Szymek12,1,Granero,0,Szymek12,6lm10a/tp,thant,valeska,3000.0,127,2022-11-09 21:27:25,14.0,necropolis,red,castle,blue,XL+U
GoldenCrow,1,Smyrcu,0,GoldenCrow,6lm10a/tp,tyraxor,luna,-2200.0,143,2022-11-09 21:39:30,24.0,stronghold,red,conflux,blue,XL+U
wojtekciotaxd,1,Klementyn,0,wojtekciotaxd,Jebus Cross,cassiopeia,tyraxor,-3000.0,127,2022-11-09 22:54:41,14.0,cove,blue,stronghold,red,Jebus
dicdix,1,nrets,0,dicdix,6lm10a/tp,aine,ivor,-3200.0,136,2022-11-10 00:36:32,20.0,tower,blue,rampart,red,XL+U
korczi,0,Rambixxx,1,Rambixxx,6lm10a/tp,valeska,anabel,700.0,145,2022-11-10 01:36:53,26.0,castle,blue,cove,red,XL+U
Vens,1,MrocznaBestia,0,Vens,6lm10a/tp,shakti,wystan,1800.0,137,2022-11-10 01:56:42,21.0,dungeon,blue,fortress,red,XL+U
Machberet,1,popularny.proszek,0,Machberet,6lm10a/tp,calh,shakti,-2200,135,2022-11-10 09:19:15,19.0,inferno,red,dungeon,blue,XL+U
kodobi,0,Machberet,1,Machberet,6lm10a/tp,shakti,calh,1100.0,135,2022-11-10 11:10:30,19.0,dungeon,blue,inferno,red,XL+U
Maester,1,CONOP,0,Maester,Nostalgia/TP,tyraxor,deemer,-800.0,141,2022-11-10 11:33:51,22.0,stronghold,blue,dungeon,red,XL+U
hexeract6,1,szymgranu,0,hexeract6,Nostalgia/TP,calh,aine,-1900.0,131,2022-11-10 13:52:31,15.0,inferno,red,tower,blue,XL+U
bartek097,0,Xarizu,1,Xarizu,mt_Firewalk,shiva,terek,-6100.0,125,2022-11-10 16:07:36,12.0,stronghold,blue,stronghold,red,Mirror
Osteliks,1,CPIMindaugas,0,Osteliks,h3dm1/3,marius,nymus,-1000.0,143,2022-11-10 16:22:23,24.0,inferno,blue,inferno,red,Mirror
gee,0,GALAXER00,1,GALAXER00,6lm10a/tp,drakon,calh,-600,115,2022-11-10 17:50:31,5.0,fortress,red,inferno,blue,XL+U
Czapla,1,Piotrus,0,Czapla,h3dm1/3,gundula,terek,1500.0,142,2022-11-10 18:42:55,23.0,stronghold,red,stronghold,blue,Mirror
Lipathor,0,jt1911,1,jt1911,h3dm1/3,thane,daremyth,-900,137,2022-11-10 19:31:48,21.0,tower,red,tower,blue,Mirror
siofo,1,grzesiek94,0,siofo,Nostalgia/TP,anabel,valeska,600.0,116,2022-11-10 19:47:54,6.0,cove,blue,castle,red,XL+U
Zator,1,Ercho,0,Zator,h3dm1/3,cyra,iona,300,123,2022-11-10 19:53:31,10.0,tower,red,tower,blue,Mirror
Rzaku,1,Wanil,0,Rzaku,mt_Andromeda,sephinroth,ajit,-1000.0,125,2022-11-10 20:42:53,12.0,dungeon,red,dungeon,blue,Mirror
Mopsik,0,ronnie,1,ronnie,6lm10a/tp,calh,grindan,-3800.0,144,2022-11-10 20:44:31,25.0,inferno,blue,conflux,red,XL+U
djalli,0,Kacperthekiller,1,Kacperthekiller,Jebus Cross,valeska,solmyr,3100.0,116,2022-11-10 20:46:42,6.0,castle,red,tower,blue,Jebus
Mikii,1,hyhy,0,Mikii,h3dm1/3,alkin,tazar,-900.0,114,2022-11-10 20:54:47,4.0,fortress,blue,fortress,red,Mirror
Mikii,1,Golomor,0,Mikii,Nostalgia/TP,anabel,ivor,-700.0,113,2022-11-10 20:55:54,3.0,cove,red,rampart,blue,XL+U
Matrido,1,Kostek,0,Matrido,6lm10a/tp,ivor,calh,1500.0,132,2022-11-10 22:05:38,16.0,rampart,blue,inferno,red,XL+U
Fred_rp,1,Bartt666,0,Fred_rp,Nostalgia/TP,ivor,valeska,-500,121,2022-11-10 22:16:53,8.0,rampart,red,castle,blue,XL+U
SudokuWB,1,pryla,0,SudokuWB,Nostalgia/TP,deemer,tyraxor,2900.0,131,2022-11-10 22:32:37,15.0,dungeon,red,stronghold,blue,XL+U
Shyfayren,1,Kosixon,0,Shyfayren,6lm10a/tp,luna,alkin,2500.0,131,2022-11-10 23:21:19,15.0,conflux,blue,fortress,red,XL+U
crag.hack,1,sebastos,0,crag.hack,6lm10a/tp,calh,alkin,200.0,133,2022-11-10 23:26:16,17.0,inferno,red,fortress,blue,XL+U
Krzynsztof,1,orzech15100,0,Krzynsztof,mt_Firewalk,rashka,nymus,1500.0,125,2022-11-10 23:31:10,12.0,inferno,red,inferno,blue,Mirror
Arytmetyczny,1,dicdix,0,Arytmetyczny,mt_Firewalk,thane,cyra,6600.0,123,2022-11-10 23:35:05,10.0,tower,red,tower,blue,Mirror
bunjis,0,Jabolpunk,1,Jabolpunk,6lm10a/tp,calh,aine,200.0,144,2022-11-10 23:59:26,25.0,inferno,red,tower,blue,XL+U
MM14,1,mixau22,0,MM14,6lm10a/tp,anabel,luna,-3200.0,132,2022-11-11 00:01:21,16.0,cove,blue,conflux,red,XL+U
KretMMz,0,Soczi80,1,Soczi80,h3dm1/3,astral,daremyth,1000.0,125,2022-11-11 00:26:23,12.0,tower,red,tower,blue,Mirror
burymistrz,1,Flisiu,0,burymistrz,6lm10a/tp,thant,valeska,3200.0,141,2022-11-11 01:20:09,22.0,necropolis,blue,castle,red,XL+U
Hiszpan,0,Milutrink,1,Milutrink,h3dm1/3,jeremy,illor,-800.0,145,2022-11-11 01:29:00,26.0,cove,blue,cove,red,Mirror
Krzynsztof,1,amator,0,Krzynsztof,mt_Firewalk,adelaide,adela,3700.0,124,2022-11-11 13:53:33,11.0,castle,red,castle,blue,Mirror
LordDavy,1,gucios,0,LordDavy,6lm10a/tp,tazar,luna,-3000.0,143,2022-11-11 15:22:43,24.0,fortress,red,conflux,blue,XL+U
Kenye,1,TotalA-CG-GET-,0,Kenye,mt_JebusKing,ajit,dace,1100.0,117,2022-11-11 16:36:38,7.0,dungeon,red,dungeon,blue,Mirror
Tay,0,AksOlek,1,AksOlek,6lm10a/tp,solmyr,valeska,-1900.0,133,2022-11-11 17:09:36,17.0,tower,blue,castle,red,XL+U
siwak6,1,Lanca,0,siwak6,mt_Andromeda,cuthbert,lord haart,-900.0,133,2022-11-11 18:38:14,17.0,castle,blue,castle,red,Mirror
Odelle,1,Kirasjer87,0,Odelle,mt_Andromeda,alkin,tazar,-900.0,134,2022-11-11 19:06:01,18.0,fortress,blue,fortress,red,Mirror
Spinaonic,1,Przemo205,0,Spinaonic,mt_Firewalk,cyra,astral,-6900.0,116,2022-11-11 19:08:04,6.0,tower,blue,tower,red,Mirror
krol_wioski,1,7ye,0,krol_wioski,mt_Firewalk,monere,gelare,5000.0,127,2022-11-11 19:36:10,14.0,conflux,red,conflux,blue,Mirror
_Askii,1,BLENDZIOR,0,_Askii,mt_JebusKing,jenova,alagar,-4300.0,122,2022-11-11 21:11:24,9.0,rampart,blue,rampart,red,Mirror
mkinas888,1,Hirol,0,mkinas888,6lm10a/tp,shakti,ivor,1500.0,142,2022-11-11 22:31:31,23.0,dungeon,red,rampart,blue,XL+U
Shihtzu,1,Jabolpunk,0,Shihtzu,6lm10a/tp,wystan,valeska,-2800.0,126,2022-11-11 22:34:37,13.0,fortress,blue,castle,red,XL+U
wnukos,1,Fantom,0,wnukos,mt_Firewalk,damacon,dace,-7200.0,115,2022-11-11 22:58:05,5.0,dungeon,red,dungeon,blue,Mirror
1wojtas,1,Sagimo,0,1wojtas,6lm10a/tp,luna,solmyr,3300.0,142,2022-11-11 23:03:51,23.0,conflux,blue,tower,red,XL+U
Flisiu,1,Giovanni_Giorgio,0,Flisiu,h3dm1/3,tazar,alkin,900.0,124,2022-11-11 23:11:19,11.0,fortress,red,fortress,blue,Mirror
michaleklos,0,Xerizo,1,Xerizo,mt_Firewalk,septienna,isra,6900.0,122,2022-11-12 00:28:19,9.0,necropolis,red,necropolis,blue,Mirror
Lolstorm,1,Puni,0,Lolstorm,Nostalgia/TP,thant,jenova,200.0,137,2022-11-12 02:29:17,21.0,necropolis,blue,rampart,blue,XL+U
Fafhrd,1,tomanek,0,Fafhrd,6lm10a/tp,valeska,thant,-2900.0,121,2022-11-12 02:56:18,8.0,castle,red,necropolis,blue,XL+U
Raelos,0,CzileraInzyniera,1,CzileraInzyniera,6lm10a/tp,alkin,tyraxor,-5600,114,2022-11-12 11:36:29,4.0,fortress,red,stronghold,blue,XL+U
SzarikPies,1,amator,0,SzarikPies,6lm10a/tp,aine,calh,2800.0,214,2022-11-12 13:32:17,32.0,tower,red,inferno,blue,XL+U
Findan,1,Tiasir,0,Findan,h3dm1/3,charna,clavius,800.0,123,2022-11-12 14:40:12,10.0,necropolis,red,necropolis,blue,Mirror
Kirasjer87,1,Minos3212,0,Kirasjer87,6lm10a/tp,calh,aine,-5400,144,2022-11-12 15:24:01,25.0,inferno,blue,tower,red,XL+U
Brodal,1,chemikos,0,Brodal,h3dm1/3,gundula,crag hack,1400.0,213,2022-11-12 15:24:58,31.0,stronghold,red,stronghold,blue,Mirror
Promeit,1,BigBart,0,Promeit,mt_JebusKing,damacon,dace,-5500.0,123,2022-11-12 15:38:24,10.0,dungeon,blue,dungeon,red,Mirror
Matrido,1,javedin,0,Matrido,mt_Firewalk,alkin,mirlanda,5400.0,125,2022-11-12 16:27:45,12.0,fortress,red,fortress,blue,Mirror
FireMagic,0,grzesiek94,1,grzesiek94,mt_Firewalk,caitlin,adela,-5800.0,123,2022-11-12 17:11:20,10.0,castle,blue,castle,red,Mirror
Smyrcu,1,FireAndWater,0,Smyrcu,6lm10a/tp,anabel,wystan,3700.0,211,2022-11-12 21:12:17,29.0,cove,red,fortress,blue,XL+U
mrouwek,1,FriendlyFiutonaczi,0,mrouwek,h3dm1/3,geon,geon,-600.0,132,2022-11-12 22:11:43,16.0,dungeon,blue,dungeon,red,Mirror
Voideck,1,Sc@neR,0,Voideck,6lm10a/tp,thant,anabel,700.0,135,2022-11-12 22:12:51,19.0,necropolis,blue,cove,red,XL+U
CPIMindaugas,1,General_Judgemen,0,CPIMindaugas,mt_JebusKing,neela,fafner,3800.0,121,2022-11-12 22:50:44,8.0,tower,red,tower,blue,Mirror
Fred_rp,1,madeo,0,Fred_rp,h3dm1/3,cyra,daremyth,-700,121,2022-11-12 22:57:51,8.0,tower,blue,tower,red,Mirror
Aravol,0,Suonic,1,Suonic,6lm10a/tp,anabel,valeska,3200.0,137,2022-11-13 02:43:10,21.0,cove,blue,castle,red,XL+U
Zuk,1,wickedskinner,0,Zuk,Jebus Cross,galthran,grindan,3200.0,125,2022-11-13 02:46:31,12.0,necropolis,blue,conflux,red,Jebus
burymistrz,1,Giovanni_Giorgio,0,burymistrz,6lm10a/tp,shakti,alkin,1500.0,133,2022-11-13 02:53:19,17.0,dungeon,blue,fortress,red,XL+U
Maralf,1,kurnik3478,0,Maralf,h3dm1/3,nagash,septienna,700.0,132,2022-11-13 09:36:23,16.0,necropolis,red,necropolis,blue,Mirror
Karczums,0,gornik,1,gornik,Nostalgia/TP,solmyr,anabel,-4400,136,2022-11-13 12:05:57,20.0,tower,red,cove,blue,XL+U
aabb,0,Grzechen88,1,Grzechen88,mt_Andromeda,octavia,xyron,1000,131,2022-11-13 12:24:23,15.0,inferno,blue,inferno,red,Mirror
Ceres,0,kacpi1997,1,kacpi1997,mt_JebusKing,jeremy,corkes,-4000.0,125,2022-11-13 13:40:34,12.0,cove,blue,cove,red,Mirror
t3mz,1,Szybcior,0,t3mz,6lm10a/tp,calh,wystan,2700.0,131,2022-11-13 14:26:17,15.0,inferno,red,fortress,blue,XL+U
burymistrz,1,mixau22,0,burymistrz,6lm10a/tp,thant,wystan,4300.0,121,2022-11-13 15:05:15,8.0,necropolis,red,fortress,blue,XL+U
January,1,Dacul CB,0,January,Mini-nostalgia,calh,luna,2500,1,2022-11-13 15:38:49,,inferno,blue,conflux,red,Other
Krotor,1,Alisz,0,Krotor,6lm10a/tp,calh,tyraxor,3900.0,135,2022-11-13 15:59:40,19.0,inferno,red,stronghold,blue,XL+U
Czapla,1,Lipathor,0,Czapla,h3dm1/3,giselle,alagar,1000.0,123,2022-11-13 17:00:37,10.0,rampart,red,rampart,blue,Mirror
Roberto,1,wyryzmol,0,Roberto,6lm10a/tp,thant,anabel,2100.0,127,2022-11-13 17:22:35,14.0,necropolis,red,cove,blue,XL+U
aabb,0,Odelle,1,Odelle,mt_Andromeda,gelare,pasis,900,1,2022-11-13 18:03:47,,conflux,blue,conflux,red,Mirror
mqnabz7,1,Rambixxx,0,mqnabz7,6lm10a/tp,aine,valeska,-3400.0,123,2022-11-13 19:36:44,10.0,tower,blue,castle,red,XL+U
Rzaku,1,Klementyn,0,Rzaku,Nostalgia/TP,valeska,thant,-3000.0,123,2022-11-13 19:38:01,10.0,castle,blue,necropolis,red,XL+U
TselNabis,1,Kenye,0,TselNabis,mt_Firewalk,alkin,andra,-6300.0,116,2022-11-13 20:23:13,6.0,fortress,blue,fortress,red,Mirror
dimidino,1,rybson1,0,dimidino,6lm10a/tp,solmyr,anabel,700,137,2022-11-13 20:25:41,21.0,tower,red,cove,blue,XL+U
konsamaxi,1,Brodal,0,konsamaxi,6lm10a/tp,luna,tyraxor,4000.0,144,2022-11-13 20:48:04,25.0,conflux,red,stronghold,blue,XL+U
jacekchess,0,Golcze Gabana,1,Golcze Gabana,6lm10a/tp,calh,ivor,-2000,136,2022-11-13 20:57:49,20.0,inferno,red,rampart,blue,XL+U
Klaudo98,1,kacpi1997,0,Klaudo98,Nostalgia/TP,thant,valeska,3200.0,143,2022-11-13 20:58:54,24.0,necropolis,blue,castle,red,XL+U
plandoo,1,Sagimo,0,plandoo,6lm10a/tp,calh,shakti,0.0,141,2022-11-13 21:01:38,22.0,inferno,red,dungeon,blue,XL+U
Golomor,1,Adiiiiii99,0,Golomor,6lm10a/tp,calh,valeska,-3900.0,125,2022-11-13 21:48:51,12.0,inferno,blue,castle,red,XL+U
BialyWegorz,0,michaleklos,1,michaleklos,mt_Firewalk,astral,aine,-6200.0,127,2022-11-13 21:51:28,14.0,tower,blue,tower,red,Mirror
crag.hack,1,Bored_sailor,0,crag.hack,6lm10a/tp,luna,shakti,1500.0,111,2022-11-13 22:11:01,1.0,conflux,red,dungeon,blue,XL+U
Czapla,1,Asasim43,0,Czapla,Nostalgia/TP,calh,isra,-3800.0,134,2022-11-13 22:49:09,18.0,inferno,red,necropolis,blue,XL+U
StygianOne,1,OrzechMC,0,StygianOne,Jebus Cross,solmyr,ivor,-3100.0,124,2022-11-14 00:27:37,11.0,tower,red,rampart,blue,Jebus
Niechcic,1,Voideck,0,Niechcic,6lm10a/tp,anabel,luna,-4400,126,2022-11-14 09:30:27,13.0,cove,red,conflux,blue,XL+U
Tagliafico,0,KopalniaDrewna,1,KopalniaDrewna,h3dm1/3,calid,octavia,900.0,147,2022-11-14 11:54:15,28.0,inferno,red,inferno,blue,Mirror
Tyranuxus,1,Tur3k,0,Tyranuxus,Nostalgia/TP,jeddite,alkin,2100.0,131,2022-11-14 13:31:59,15.0,dungeon,red,fortress,blue,XL+U
Haxo,1,Kamgooner,0,Haxo,6lm10a/tp,anabel,solmyr,1200,127,2022-11-14 17:39:49,14.0,cove,red,tower,blue,XL+U
OrzechMC,1,mt1kw,0,OrzechMC,Jebus Cross,tyraxor,ivor,-6300.0,113,2022-11-14 18:06:11,3.0,stronghold,blue,rampart,red,Jebus
Talar1233,0,Zator,1,Zator,6lm10a/tp,calh,aine,5800,142,2022-11-14 18:19:46,23.0,inferno,blue,tower,red,XL+U
Antyintel,1,Buzka567,0,Antyintel,Jebus Cross,solmyr,drakon,-200.0,116,2022-11-14 19:51:07,6.0,tower,red,fortress,blue,Jebus
Wladca wunszy,1,The_spot,0,Wladca wunszy,6lm10a/tp,thant,wystan,-4800,127,2022-11-14 20:01:32,14.0,necropolis,red,fortress,blue,XL+U
Shyfayren,1,bunjis,0,Shyfayren,6lm10a/tp,ivor,valeska,-800.0,137,2022-11-14 20:50:44,21.0,rampart,blue,castle,red,XL+U
Vens,0,Kosixon,1,Kosixon,6lm10a/tp,tyraxor,deemer,0,147,2022-11-14 21:05:34,28.0,stronghold,blue,dungeon,red,XL+U
MM14,1,Toki96,0,MM14,6lm10a/tp,anabel,tyraxor,-2900,124,2022-11-14 21:14:24,11.0,cove,blue,stronghold,red,XL+U
Abozykk,1,Scooby,0,Abozykk,6lm10a/tp,tyraxor,ivor,3300,223,2022-11-14 21:18:55,38.0,stronghold,red,rampart,blue,XL+U
smok_,1,Sidu,0,smok_,h3dm1/3,aine,fafner,-1700.0,126,2022-11-14 21:32:34,13.0,tower,blue,tower,red,Mirror
AksOlek,1,pdemianczuk,0,AksOlek,Nostalgia/TP,tyraxor,luna,2500,136,2022-11-14 21:47:05,20.0,stronghold,blue,conflux,red,XL+U
SudokuWB,1,Hektor96,0,SudokuWB,6lm10a/tp,luna,shakti,3500.0,142,2022-11-14 21:57:46,23.0,conflux,red,dungeon,blue,XL+U
Bigracik,0,Fantom,1,Fantom,mt_Firewalk,fiona,nymus,-7500.0,114,2022-11-14 22:12:31,4.0,inferno,blue,inferno,red,Mirror
miodzislaw,1,Gujarana,0,miodzislaw,h3dm1/3,daremyth,thane,-1000.0,124,2022-11-14 22:14:58,11.0,tower,blue,tower,red,Mirror
Stevmar,0,Fennar,1,Fennar,6lm10a/tp,anabel,calh,2200.0,215,2022-11-14 22:17:31,33.0,cove,blue,inferno,red,XL+U
Flisiu,1,dankin,0,Flisiu,6lm10a/tp,anabel,thant,-500.0,143,2022-11-15 00:08:10,24.0,cove,red,necropolis,blue,XL+U
Shihtzu,0,Burymistrz,1,Burymistrz,6lm10a/tp,alamar,tyraxor,4100,135,2022-11-15 00:56:29,19.0,dungeon,red,stronghold,blue,XL+U
alpaca,1,Jaa209,0,alpaca,6lm10a/tp,anabel,wystan,3500.0,145,2022-11-15 01:14:04,26.0,cove,red,fortress,blue,XL+U
balkan13,1,Djalli,0,balkan13,Nostalgia/TP,jeddite,thant,-3300,116,2022-11-15 17:44:44,6.0,dungeon,blue,necropolis,red,XL+U
Matek8,0,Derek,1,Derek,mt_Andromeda,damacon,ajit,900,117,2022-11-15 17:48:49,7.0,dungeon,blue,dungeon,red,Mirror
ziarkull,0,Maester,1,Maester,Nostalgia/TP,alkin,valeska,-4400,132,2022-11-15 18:42:46,16.0,fortress,blue,castle,red,XL+U
Tay,1,Kaktusck,0,Tay,mt_Andromeda,andra,alkin,1000.0,122,2022-11-15 19:10:31,9.0,fortress,red,fortress,blue,Mirror
SudokuWB,0,Kacper,1,Kacper,h3dm1/3,adelaide,beatrice,900.0,135,2022-11-15 19:34:40,19.0,castle,blue,castle,red,Mirror
Hyde,1,marczik,0,Hyde,Jebus Cross,drakon,solmyr,-5400.0,112,2022-11-15 19:36:05,2.0,fortress,blue,tower,red,Jebus
Osteliks,1,Dzika_Suślica,0,Osteliks,6lm10a/tp,wystan,tyraxor,2800.0,125,2022-11-15 20:02:11,12.0,fortress,red,stronghold,blue,XL+U
B3Paki,0,NosakaYuuma,1,NosakaYuuma,Jebus Cross,cassiopeia,drakon,4600.0,124,2022-11-15 20:06:42,11.0,cove,red,fortress,blue,Jebus
