result,town,hero,color,bidding,opponent_town,opponent_hero,turns,template,template_type
1,inferno,calh,blue,-2400.0,fortress,wystan,9.0,Mini-nostalgia,Other
1,castle,valeska,red,2900.0,stronghold,tyraxor,10.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,blue,-2900.0,castle,valeska,10.0,Nostalgia/TP,XL+U
1,conflux,gelare,blue,-800.0,conflux,inteus,14.0,h3dm1/3,Mirror
0,conflux,inteus,red,800.0,conflux,gelare,14.0,h3dm1/3,Mirror
1,conflux,luna,blue,2900.0,inferno,calh,22.0,Nostalgia/TP,XL+U
0,inferno,calh,red,-2900.0,conflux,luna,22.0,Nostalgia/TP,XL+U
1,dungeon,lorelei,blue,800.0,tower,solmyr,15.0,6lm10a/tp,XL+U
0,tower,solmyr,red,-800.0,dungeon,lorelei,15.0,6lm10a/tp,XL+U
1,conflux,luna,blue,-400.0,necropolis,thant,9.0,Nostalgia/TP,XL+U
0,necropolis,thant,red,400.0,conflux,luna,9.0,Nostalgia/TP,XL+U
1,conflux,luna,blue,3100.0,castle,valeska,26.0,6lm10a/tp,XL+U
0,castle,valeska,red,-3100.0,conflux,luna,26.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,blue,-5600.0,rampart,ivor,9.0,Jebus Cross,Jebus
1,rampart,ivor,red,5600.0,stronghold,tyraxor,9.0,Jebus Cross,Jebus
0,inferno,nymus,red,1100.0,inferno,octavia,16.0,h3dm1/3,Mirror
1,inferno,octavia,blue,-1100.0,inferno,nymus,16.0,h3dm1/3,Mirror
1,necropolis,clavius,blue,0.0,necropolis,sandro,3.0,h3dm1/3,Mirror
0,necropolis,sandro,red,-0.0,necropolis,clavius,3.0,h3dm1/3,Mirror
0,stronghold,tyraxor,blue,0.0,inferno,calh,15.0,Nostalgia/TP,XL+U
1,inferno,calh,red,-0.0,stronghold,tyraxor,15.0,Nostalgia/TP,XL+U
1,cove,illor,red,700.0,cove,jeremy,10.0,h3dm1/3,Mirror
0,cove,jeremy,blue,-700.0,cove,illor,10.0,h3dm1/3,Mirror
1,dungeon,shakti,red,-5200.0,cove,eovacius,28.0,6lm10a/tp,XL+U
0,cove,eovacius,blue,5200.0,dungeon,shakti,28.0,6lm10a/tp,XL+U
1,stronghold,shiva,blue,900.0,stronghold,gretchin,15.0,h3dm1/3,Mirror
0,stronghold,gretchin,red,-900.0,stronghold,shiva,15.0,h3dm1/3,Mirror
1,castle,valeska,blue,-1300.0,dungeon,shakti,15.0,Nostalgia/TP,XL+U
0,dungeon,shakti,red,1300.0,castle,valeska,15.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,blue,2200.0,fortress,drakon,2.0,Jebus Cross,Jebus
0,fortress,drakon,red,-2200.0,stronghold,tyraxor,2.0,Jebus Cross,Jebus
1,rampart,ivor,blue,-4900.0,necropolis,thant,12.0,6lm10a/tp,XL+U
0,necropolis,thant,red,4900.0,rampart,ivor,12.0,6lm10a/tp,XL+U
1,necropolis,thant,red,-300.0,dungeon,shakti,41.0,8xm12a,XL+U
0,dungeon,shakti,blue,300.0,necropolis,thant,41.0,8xm12a,XL+U
1,inferno,marius,red,1100.0,inferno,nymus,18.0,mt_Andromeda,Mirror
0,inferno,nymus,blue,-1100.0,inferno,marius,18.0,mt_Andromeda,Mirror
1,dungeon,shakti,blue,2800.0,rampart,ivor,13.0,Jebus Cross,Jebus
0,rampart,ivor,red,-2800.0,dungeon,shakti,13.0,Jebus Cross,Jebus
1,castle,lord haart,red,-1000.0,castle,caitlin,13.0,h3dm1/3,Mirror
0,castle,caitlin,blue,1000.0,castle,lord haart,13.0,h3dm1/3,Mirror
0,inferno,nymus,blue,900.0,inferno,xyron,,h3dm1/3,Mirror
1,inferno,xyron,red,-900.0,inferno,nymus,,h3dm1/3,Mirror
0,dungeon,dace,red,4600.0,dungeon,ajit,15.0,mt_Firewalk,Mirror
1,dungeon,ajit,blue,-4600.0,dungeon,dace,15.0,mt_Firewalk,Mirror
1,inferno,calh,blue,-6100.0,dungeon,shakti,6.0,Jebus Cross,Jebus
0,dungeon,shakti,red,6100.0,inferno,calh,6.0,Jebus Cross,Jebus
1,fortress,alkin,red,0.0,dungeon,deemer,,6lm10a/tp,XL+U
0,dungeon,deemer,blue,-0.0,fortress,alkin,,6lm10a/tp,XL+U
0,tower,aine,red,1400.0,rampart,ivor,7.0,8xm12a,XL+U
1,rampart,ivor,blue,-1400.0,tower,aine,7.0,8xm12a,XL+U
0,castle,valeska,red,-300.0,rampart,ivor,19.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,300.0,castle,valeska,19.0,6lm10a/tp,XL+U
1,castle,valeska,red,400.0,rampart,ivor,23.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-400.0,castle,valeska,23.0,6lm10a/tp,XL+U
0,tower,aine,blue,-6800.0,tower,neela,13.0,,Other
1,tower,neela,red,6800.0,tower,aine,13.0,,Other
0,necropolis,thant,red,2800.0,conflux,luna,29.0,6lm10a/tp,XL+U
1,conflux,luna,blue,-2800.0,necropolis,thant,29.0,6lm10a/tp,XL+U
1,tower,solmyr,red,2600.0,castle,valeska,8.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-2600.0,tower,solmyr,8.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,4100.0,castle,valeska,14.0,Nostalgia/TP,XL+U
1,castle,valeska,blue,-4100.0,stronghold,tyraxor,14.0,Nostalgia/TP,XL+U
1,dungeon,sephinroth,blue,-800.0,dungeon,dace,3.0,h3dm1/3,Mirror
0,dungeon,dace,red,800.0,dungeon,sephinroth,3.0,h3dm1/3,Mirror
1,fortress,drakon,red,2300.0,tower,solmyr,17.0,6lm10a/tp,XL+U
0,tower,solmyr,blue,-2300.0,fortress,drakon,17.0,6lm10a/tp,XL+U
1,inferno,calh,red,0.0,rampart,ivor,19.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-0.0,inferno,calh,19.0,6lm10a/tp,XL+U
1,dungeon,mutare drake,red,1000.0,dungeon,damacon,11.0,mt_Andromeda,Mirror
0,dungeon,damacon,blue,-1000.0,dungeon,mutare drake,11.0,mt_Andromeda,Mirror
0,dungeon,ajit,blue,800.0,dungeon,damacon,3.0,mt_Andromeda,Mirror
1,dungeon,damacon,red,-800.0,dungeon,ajit,3.0,mt_Andromeda,Mirror
1,fortress,wystan,red,-400.0,dungeon,alamar,23.0,6lm10a/tp,XL+U
0,dungeon,alamar,blue,400.0,fortress,wystan,23.0,6lm10a/tp,XL+U
1,dungeon,damacon,blue,-800.0,dungeon,ajit,16.0,h3dm1/3,Mirror
0,dungeon,ajit,red,800.0,dungeon,damacon,16.0,h3dm1/3,Mirror
1,inferno,calh,blue,700.0,dungeon,shakti,22.0,Jebus Cross,Jebus
0,dungeon,shakti,red,-700.0,inferno,calh,22.0,Jebus Cross,Jebus
1,tower,aine,blue,3600.0,stronghold,tyraxor,14.0,8xm12a,XL+U
0,stronghold,tyraxor,red,-3600.0,tower,aine,14.0,8xm12a,XL+U
1,castle,valeska,red,600.0,tower,aine,12.0,6lm10a/tp,XL+U
0,tower,aine,blue,-600.0,castle,valeska,12.0,6lm10a/tp,XL+U
1,fortress,wystan,blue,-2600.0,stronghold,tyraxor,6.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,2600.0,fortress,wystan,6.0,Nostalgia/TP,XL+U
1,inferno,ayden,blue,-1600.0,inferno,nymus,4.0,mt_Andromeda,Mirror
0,inferno,nymus,red,1600.0,inferno,ayden,4.0,mt_Andromeda,Mirror
0,tower,neela,red,1000.0,tower,astral,4.0,mt_Andromeda,Mirror
1,tower,astral,blue,-1000.0,tower,neela,4.0,mt_Andromeda,Mirror
0,inferno,calh,blue,-2700.0,fortress,alkin,14.0,Nostalgia/TP,XL+U
1,fortress,alkin,red,2700.0,inferno,calh,14.0,Nostalgia/TP,XL+U
1,dungeon,damacon,blue,-500.0,dungeon,lorelei,25.0,h3dm1/3,Mirror
0,dungeon,lorelei,red,500.0,dungeon,damacon,25.0,h3dm1/3,Mirror
0,fortress,tazar,blue,3800.0,dungeon,shakti,21.0,6lm10a/tp,XL+U
1,dungeon,shakti,red,-3800.0,fortress,tazar,21.0,6lm10a/tp,XL+U
1,rampart,mephala,red,200.0,rampart,jenova,18.0,mt_Andromeda,Mirror
0,rampart,jenova,blue,-200.0,rampart,mephala,18.0,mt_Andromeda,Mirror
1,cove,eovacius,blue,-5400.0,cove,corkes,14.0,,Other
0,cove,corkes,red,5400.0,cove,eovacius,14.0,,Other
1,dungeon,dace,blue,0.0,dungeon,damacon,18.0,mt_JebusKing,Mirror
0,dungeon,damacon,red,-0.0,dungeon,dace,18.0,mt_JebusKing,Mirror
1,cove,jeremy,blue,-800.0,cove,illor,8.0,h3dm1/3,Mirror
0,cove,illor,red,800.0,cove,jeremy,8.0,h3dm1/3,Mirror
1,inferno,calh,blue,3000.0,rampart,ivor,26.0,6lm10a/tp,XL+U
0,rampart,ivor,red,-3000.0,inferno,calh,26.0,6lm10a/tp,XL+U
1,tower,aine,red,5100.0,tower,cyra,10.0,mt_Firewalk,Mirror
0,tower,cyra,blue,-5100.0,tower,aine,10.0,mt_Firewalk,Mirror
1,rampart,ivor,blue,-1200.0,stronghold,tyraxor,26.0,8xm12a,XL+U
0,stronghold,tyraxor,red,1200.0,rampart,ivor,26.0,8xm12a,XL+U
1,tower,aine,blue,-6900.0,tower,cyra,2.0,mt_Firewalk,Mirror
0,tower,cyra,red,6900.0,tower,aine,2.0,mt_Firewalk,Mirror
1,rampart,ivor,red,0.0,castle,valeska,21.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-0.0,rampart,ivor,21.0,6lm10a/tp,XL+U
0,necropolis,clavius,blue,-5400.0,necropolis,tamika,9.0,mt_JebusKing,Mirror
1,necropolis,tamika,red,5400.0,necropolis,clavius,9.0,mt_JebusKing,Mirror
1,cove,anabel,blue,-700.0,cove,jeremy,17.0,h3dm1/3,Mirror
0,cove,jeremy,red,700.0,cove,anabel,17.0,h3dm1/3,Mirror
0,rampart,ivor,red,2100.0,cove,anabel,31.0,6lm10a/tp,XL+U
1,cove,anabel,blue,-2100.0,rampart,ivor,31.0,6lm10a/tp,XL+U
1,cove,illor,red,800.0,cove,jeremy,26.0,h3dm1/3,Mirror
0,cove,jeremy,blue,-800.0,cove,illor,26.0,h3dm1/3,Mirror
0,inferno,calh,red,-3000.0,cove,anabel,21.0,6lm10a/tp,XL+U
1,cove,anabel,blue,3000.0,inferno,calh,21.0,6lm10a/tp,XL+U
1,necropolis,thant,blue,-3200.0,dungeon,deemer,17.0,Nostalgia/TP,XL+U
0,dungeon,deemer,red,3200.0,necropolis,thant,17.0,Nostalgia/TP,XL+U
0,cove,illor,blue,900.0,cove,corkes,16.0,mt_Andromeda,Mirror
1,cove,corkes,red,-900.0,cove,illor,16.0,mt_Andromeda,Mirror
1,inferno,marius,red,2600.0,inferno,nymus,5.0,mt_JebusKing,Mirror
0,inferno,nymus,blue,-2600.0,inferno,marius,5.0,mt_JebusKing,Mirror
0,necropolis,nagash,red,-800.0,necropolis,septienna,9.0,h3dm1/3,Mirror
1,necropolis,septienna,blue,800.0,necropolis,nagash,9.0,h3dm1/3,Mirror
0,fortress,tazar,red,-800.0,fortress,alkin,9.0,h3dm1/3,Mirror
1,fortress,alkin,blue,800.0,fortress,tazar,9.0,h3dm1/3,Mirror
1,fortress,tazar,red,4400.0,fortress,alkin,12.0,mt_Firewalk,Mirror
0,fortress,alkin,blue,-4400.0,fortress,tazar,12.0,mt_Firewalk,Mirror
0,dungeon,shakti,blue,1500.0,fortress,alkin,8.0,6lm10a/tp,XL+U
1,fortress,alkin,red,-1500.0,dungeon,shakti,8.0,6lm10a/tp,XL+U
1,conflux,gelare,blue,-900.0,conflux,pasis,4.0,h3dm1/3,Mirror
0,conflux,pasis,red,900.0,conflux,gelare,4.0,h3dm1/3,Mirror
0,fortress,wystan,blue,-1000.0,fortress,drakon,11.0,h3dm1/3,Mirror
1,fortress,drakon,red,1000.0,fortress,wystan,11.0,h3dm1/3,Mirror
0,dungeon,alamar,red,-3700.0,cove,anabel,7.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,3700.0,dungeon,alamar,7.0,Nostalgia/TP,XL+U
0,rampart,jenova,blue,-2600.0,rampart,aeris,8.0,mt_JebusKing,Mirror
1,rampart,aeris,red,2600.0,rampart,jenova,8.0,mt_JebusKing,Mirror
1,necropolis,thant,red,0.0,stronghold,tyraxor,20.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,blue,-0.0,necropolis,thant,20.0,6lm10a/tp,XL+U
1,necropolis,galthran,red,6300.0,castle,valeska,13.0,Jebus Cross,Jebus
0,castle,valeska,blue,-6300.0,necropolis,galthran,13.0,Jebus Cross,Jebus
1,fortress,tazar,red,-1200.0,inferno,calh,25.0,6lm10a/tp,XL+U
0,inferno,calh,blue,1200.0,fortress,tazar,25.0,6lm10a/tp,XL+U
1,tower,solmyr,blue,-2900.0,necropolis,thant,15.0,Nostalgia/TP,XL+U
0,necropolis,thant,red,2900.0,tower,solmyr,15.0,Nostalgia/TP,XL+U
1,conflux,luna,blue,1600.0,cove,anabel,12.0,2sm4d(3),Other
0,cove,anabel,red,-1600.0,conflux,luna,12.0,2sm4d(3),Other
0,conflux,gelare,blue,800.0,conflux,aenain,7.0,mt_Andromeda,Mirror
1,conflux,aenain,red,-800.0,conflux,gelare,7.0,mt_Andromeda,Mirror
1,conflux,grindan,blue,3000.0,fortress,wystan,19.0,6lm10a/tp,XL+U
0,fortress,wystan,red,-3000.0,conflux,grindan,19.0,6lm10a/tp,XL+U
0,stronghold,gundula,red,-900.0,stronghold,crag hack,,mt_Andromeda,Mirror
1,stronghold,crag hack,blue,900.0,stronghold,gundula,,mt_Andromeda,Mirror
1,cove,anabel,blue,2200.0,tower,solmyr,18.0,Nostalgia/TP,XL+U
0,tower,solmyr,red,-2200.0,cove,anabel,18.0,Nostalgia/TP,XL+U
1,stronghold,shiva,red,1000.0,stronghold,gundula,33.0,mt_Andromeda,Mirror
0,stronghold,gundula,blue,-1000.0,stronghold,shiva,33.0,mt_Andromeda,Mirror
0,inferno,calh,red,-400.0,cove,anabel,12.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,400.0,inferno,calh,12.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,blue,-500.0,fortress,alkin,12.0,Nostalgia/TP,XL+U
1,fortress,alkin,red,500.0,stronghold,tyraxor,12.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,-7800.0,conflux,grindan,22.0,6lm10a/tp,XL+U
1,conflux,grindan,blue,7800.0,stronghold,tyraxor,22.0,6lm10a/tp,XL+U
0,dungeon,shakti,blue,100.0,tower,solmyr,21.0,6lm10a/tp,XL+U
1,tower,solmyr,red,-100.0,dungeon,shakti,21.0,6lm10a/tp,XL+U
1,castle,valeska,red,-1500.0,dungeon,shakti,11.0,Jebus Cross,Jebus
0,dungeon,shakti,blue,1500.0,castle,valeska,11.0,Jebus Cross,Jebus
1,dungeon,geon,blue,-1000.0,dungeon,geon,16.0,mt_JebusKing,Mirror
0,dungeon,geon,red,1000.0,dungeon,geon,16.0,mt_JebusKing,Mirror
0,rampart,ivor,blue,-1500.0,conflux,luna,13.0,Nostalgia/TP,XL+U
1,conflux,luna,red,1500.0,rampart,ivor,13.0,Nostalgia/TP,XL+U
1,cove,anabel,red,-3100.0,necropolis,thant,7.0,Nostalgia/TP,XL+U
0,necropolis,thant,blue,3100.0,cove,anabel,7.0,Nostalgia/TP,XL+U
0,castle,beatrice,red,7100.0,castle,adela,13.0,mt_Firewalk,Mirror
1,castle,adela,blue,-7100.0,castle,beatrice,13.0,mt_Firewalk,Mirror
0,cove,anabel,blue,-2000.0,rampart,ivor,14.0,6lm10a/tp,XL+U
1,rampart,ivor,red,2000.0,cove,anabel,14.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,red,5400.0,rampart,ivor,26.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-5400.0,stronghold,tyraxor,26.0,6lm10a/tp,XL+U
1,rampart,ivor,red,-6600.0,tower,aine,25.0,6lm10a/tp,XL+U
0,tower,aine,blue,6600.0,rampart,ivor,25.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,blue,5000.0,rampart,ivor,24.0,6lm10a/tp,XL+U
1,rampart,ivor,red,-5000.0,stronghold,tyraxor,24.0,6lm10a/tp,XL+U
0,conflux,luna,blue,3000.0,cove,anabel,27.0,6lm10a/tp,XL+U
1,cove,anabel,red,-3000.0,conflux,luna,27.0,6lm10a/tp,XL+U
0,fortress,alkin,red,-800.0,fortress,tazar,14.0,h3dm1/3,Mirror
1,fortress,tazar,blue,800.0,fortress,alkin,14.0,h3dm1/3,Mirror
1,cove,illor,red,1100.0,cove,jeremy,9.0,h3dm1/3,Mirror
0,cove,jeremy,blue,-1100.0,cove,illor,9.0,h3dm1/3,Mirror
0,fortress,mirlanda,red,-700.0,fortress,alkin,3.0,h3dm1/3,Mirror
1,fortress,alkin,blue,700.0,fortress,mirlanda,3.0,h3dm1/3,Mirror
1,necropolis,thant,blue,3000.0,stronghold,tyraxor,9.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,red,-3000.0,necropolis,thant,9.0,6lm10a/tp,XL+U
0,inferno,calh,blue,-2200.0,tower,solmyr,14.0,Nostalgia/TP,XL+U
1,tower,solmyr,red,2200.0,inferno,calh,14.0,Nostalgia/TP,XL+U
1,inferno,xyron,red,900.0,inferno,nymus,16.0,h3dm1/3,Mirror
0,inferno,nymus,blue,-900.0,inferno,xyron,16.0,h3dm1/3,Mirror
1,rampart,elleshar,blue,1000.0,rampart,alagar,17.0,mt_Andromeda,Mirror
0,rampart,alagar,red,-1000.0,rampart,elleshar,17.0,mt_Andromeda,Mirror
0,cove,anabel,blue,4400.0,inferno,calh,18.0,Mini-nostalgia,Other
1,inferno,calh,red,-4400.0,cove,anabel,18.0,Mini-nostalgia,Other
1,inferno,calh,red,-500.0,stronghold,tyraxor,12.0,Jebus Cross,Jebus
0,stronghold,tyraxor,blue,500.0,inferno,calh,12.0,Jebus Cross,Jebus
1,castle,valeska,blue,2000.0,cove,anabel,16.0,Nostalgia/TP,XL+U
0,cove,anabel,red,-2000.0,castle,valeska,16.0,Nostalgia/TP,XL+U
1,fortress,wystan,blue,2000.0,stronghold,tyraxor,24.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,-2000.0,fortress,wystan,24.0,Nostalgia/TP,XL+U
1,castle,valeska,red,-1100.0,necropolis,galthran,7.0,Jebus Cross,Jebus
0,necropolis,galthran,blue,1100.0,castle,valeska,7.0,Jebus Cross,Jebus
1,tower,thane,red,900.0,tower,daremyth,12.0,h3dm1/3,Mirror
0,tower,daremyth,blue,-900.0,tower,thane,12.0,h3dm1/3,Mirror
1,cove,jeremy,red,-800.0,cove,illor,11.0,h3dm1/3,Mirror
0,cove,illor,blue,800.0,cove,jeremy,11.0,h3dm1/3,Mirror
0,inferno,calh,red,-1300.0,dungeon,lorelei,5.0,6lm10a/tp,XL+U
1,dungeon,lorelei,blue,1300.0,inferno,calh,5.0,6lm10a/tp,XL+U
1,inferno,ignatius,blue,-1200.0,inferno,nymus,24.0,h3dm1/3,Mirror
0,inferno,nymus,red,1200.0,inferno,ignatius,24.0,h3dm1/3,Mirror
1,rampart,elleshar,red,900.0,rampart,giselle,15.0,h3dm1/3,Mirror
0,rampart,giselle,blue,-900.0,rampart,elleshar,15.0,h3dm1/3,Mirror
1,conflux,luna,red,3800.0,tower,aine,13.0,6lm10a/tp,XL+U
0,tower,aine,blue,-3800.0,conflux,luna,13.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,red,-3700.0,conflux,luna,17.0,Nostalgia/TP,XL+U
0,conflux,luna,blue,3700.0,stronghold,tyraxor,17.0,Nostalgia/TP,XL+U
1,cove,anabel,red,-900.0,necropolis,thant,19.0,6lm10a/tp,XL+U
0,necropolis,thant,blue,900.0,cove,anabel,19.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,-900.0,rampart,mephala,6.0,mt_Andromeda,Mirror
0,rampart,mephala,red,900.0,rampart,ivor,6.0,mt_Andromeda,Mirror
1,rampart,ivor,blue,-2000.0,necropolis,aislinn,6.0,Nostalgia/TP,XL+U
0,necropolis,aislinn,red,2000.0,rampart,ivor,6.0,Nostalgia/TP,XL+U
0,tower,aine,red,-7600.0,dungeon,deemer,20.0,6lm10a/tp,XL+U
1,dungeon,deemer,blue,7600.0,tower,aine,20.0,6lm10a/tp,XL+U
0,castle,valeska,red,1800.0,tower,aine,22.0,6lm10a/tp,XL+U
1,tower,aine,blue,-1800.0,castle,valeska,22.0,6lm10a/tp,XL+U
1,cove,cassiopeia,red,3700.0,inferno,calh,11.0,Jebus Cross,Jebus
0,inferno,calh,blue,-3700.0,cove,cassiopeia,11.0,Jebus Cross,Jebus
0,fortress,alkin,red,-500.0,dungeon,shakti,13.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,500.0,fortress,alkin,13.0,6lm10a/tp,XL+U
1,tower,astral,red,5900.0,tower,aine,16.0,mt_Firewalk,Mirror
0,tower,aine,blue,-5900.0,tower,astral,16.0,mt_Firewalk,Mirror
1,inferno,calid,red,900.0,inferno,octavia,15.0,h3dm1/3,Mirror
0,inferno,octavia,blue,-900.0,inferno,calid,15.0,h3dm1/3,Mirror
1,conflux,gelare,blue,-7000.0,conflux,monere,12.0,mt_Firewalk,Mirror
0,conflux,monere,red,7000.0,conflux,gelare,12.0,mt_Firewalk,Mirror
1,necropolis,galthran,red,6700.0,dungeon,shakti,11.0,Jebus Cross,Jebus
0,dungeon,shakti,blue,-6700.0,necropolis,galthran,11.0,Jebus Cross,Jebus
1,fortress,drakon,blue,-2100.0,dungeon,shakti,11.0,Jebus Cross,Jebus
0,dungeon,shakti,red,2100.0,fortress,drakon,11.0,Jebus Cross,Jebus
1,rampart,elleshar,blue,-800.0,rampart,aeris,12.0,h3dm1/3,Mirror
0,rampart,aeris,red,800.0,rampart,elleshar,12.0,h3dm1/3,Mirror
1,castle,adelaide,red,6000.0,castle,beatrice,16.0,mt_Firewalk,Mirror
0,castle,beatrice,blue,-6000.0,castle,adelaide,16.0,mt_Firewalk,Mirror
1,castle,valeska,red,1600.0,rampart,ivor,13.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-1600.0,castle,valeska,13.0,6lm10a/tp,XL+U
0,rampart,ivor,red,-6400.0,cove,anabel,26.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,6400.0,rampart,ivor,26.0,Nostalgia/TP,XL+U
0,castle,cuthbert,blue,900.0,castle,lord haart,18.0,h3dm1/3,Mirror
1,castle,lord haart,red,-900.0,castle,cuthbert,18.0,h3dm1/3,Mirror
1,cove,corkes,red,4100.0,cove,jeremy,10.0,mt_JebusKing,Mirror
0,cove,jeremy,blue,-4100.0,cove,corkes,10.0,mt_JebusKing,Mirror
0,rampart,jenova,red,900.0,rampart,mephala,10.0,h3dm1/3,Mirror
1,rampart,mephala,blue,-900.0,rampart,jenova,10.0,h3dm1/3,Mirror
0,castle,valeska,red,-3200.0,fortress,alkin,18.0,6lm10a/tp,XL+U
1,fortress,alkin,blue,3200.0,castle,valeska,18.0,6lm10a/tp,XL+U
1,conflux,luna,red,10200.0,castle,valeska,16.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-10200.0,conflux,luna,16.0,6lm10a/tp,XL+U
1,dungeon,sephinroth,blue,800.0,dungeon,damacon,11.0,h3dm1/3,Mirror
0,dungeon,damacon,red,-800.0,dungeon,sephinroth,11.0,h3dm1/3,Mirror
0,cove,anabel,red,-1100.0,dungeon,shakti,31.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,1100.0,cove,anabel,31.0,6lm10a/tp,XL+U
1,tower,aine,red,-2300.0,fortress,alkin,21.0,6lm10a/tp,XL+U
0,fortress,alkin,blue,2300.0,tower,aine,21.0,6lm10a/tp,XL+U
0,conflux,monere,red,7300.0,conflux,gelare,11.0,mt_Firewalk,Mirror
1,conflux,gelare,blue,-7300.0,conflux,monere,11.0,mt_Firewalk,Mirror
1,rampart,kyrre,red,-2800.0,castle,valeska,14.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,2800.0,rampart,kyrre,14.0,Nostalgia/TP,XL+U
1,castle,valeska,blue,3400.0,conflux,luna,13.0,Nostalgia/TP,XL+U
0,conflux,luna,red,-3400.0,castle,valeska,13.0,Nostalgia/TP,XL+U
1,castle,valeska,blue,800.0,fortress,wystan,9.0,8mm6a,XL+U
0,fortress,wystan,red,-800.0,castle,valeska,9.0,8mm6a,XL+U
1,cove,illor,blue,-800.0,cove,jeremy,12.0,h3dm1/3,Mirror
0,cove,jeremy,red,800.0,cove,illor,12.0,h3dm1/3,Mirror
1,dungeon,shakti,blue,1000.0,castle,adelaide,24.0,6lm10a/tp,XL+U
0,castle,adelaide,red,-1000.0,dungeon,shakti,24.0,6lm10a/tp,XL+U
1,tower,thane,red,900.0,tower,cyra,8.0,mt_Andromeda,Mirror
0,tower,cyra,blue,-900.0,tower,thane,8.0,mt_Andromeda,Mirror
0,tower,aine,blue,-2700.0,castle,valeska,19.0,Nostalgia/TP,XL+U
1,castle,valeska,red,2700.0,tower,aine,19.0,Nostalgia/TP,XL+U
1,necropolis,thant,red,2600.0,inferno,calh,2.0,Nostalgia/TP,XL+U
0,inferno,calh,blue,-2600.0,necropolis,thant,2.0,Nostalgia/TP,XL+U
0,inferno,calh,blue,-700.0,fortress,wystan,4.0,6lm10a/tp,XL+U
1,fortress,wystan,red,700.0,inferno,calh,4.0,6lm10a/tp,XL+U
1,cove,anabel,blue,1350.0,stronghold,tyraxor,6.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,-1350.0,cove,anabel,6.0,Nostalgia/TP,XL+U
1,inferno,calh,red,-500.0,fortress,alkin,14.0,Nostalgia/TP,XL+U
0,fortress,alkin,blue,500.0,inferno,calh,14.0,Nostalgia/TP,XL+U
1,stronghold,shiva,red,-700.0,stronghold,gretchin,15.0,mt_Andromeda,Mirror
0,stronghold,gretchin,blue,700.0,stronghold,shiva,15.0,mt_Andromeda,Mirror
1,castle,valeska,blue,1700.0,stronghold,tyraxor,27.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,red,-1700.0,castle,valeska,27.0,6lm10a/tp,XL+U
1,inferno,calh,blue,-3900.0,castle,valeska,22.0,6lm10a/tp,XL+U
0,castle,valeska,red,3900.0,inferno,calh,22.0,6lm10a/tp,XL+U
1,tower,aine,red,7200.0,fortress,wystan,17.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,-7200.0,tower,aine,17.0,6lm10a/tp,XL+U
1,conflux,gelare,red,-1000.0,conflux,lacus,7.0,h3dm1/3,Mirror
0,conflux,lacus,blue,1000.0,conflux,gelare,7.0,h3dm1/3,Mirror
1,necropolis,thant,blue,-4800.0,fortress,wystan,22.0,Nostalgia/TP,XL+U
0,fortress,wystan,red,4800.0,necropolis,thant,22.0,Nostalgia/TP,XL+U
1,castle,valeska,blue,1600.0,conflux,luna,8.0,Nostalgia/TP,XL+U
0,conflux,luna,red,-1600.0,castle,valeska,8.0,Nostalgia/TP,XL+U
0,tower,neela,blue,1600.0,rampart,ivor,17.0,Nostalgia/TP,XL+U
1,rampart,ivor,red,-1600.0,tower,neela,17.0,Nostalgia/TP,XL+U
1,rampart,coronius,blue,-6500.0,rampart,aeris,7.0,mt_JebusKing,Mirror
0,rampart,aeris,red,6500.0,rampart,coronius,7.0,mt_JebusKing,Mirror
1,conflux,luna,blue,4900.0,stronghold,tyraxor,15.0,Nostalgia/TP,XL+U
